feature,stage,x,density
R1,1,0.8368662969795979,1.769814083461255e-06
R1,1,0.855321165872257,2.195349381099085e-06
R1,1,0.873776034764916,2.7157334478196886e-06
R1,1,0.8922309036575751,3.3502763022831887e-06
R1,1,0.9106857725502341,4.12179839824383e-06
R1,1,0.9291406414428931,5.057178854209049e-06
R1,1,0.9475955103355522,6.187971572197556e-06
R1,1,0.9660503792282111,7.551094442212967e-06
R1,1,0.9845052481208703,9.189596677610633e-06
R1,1,1.0029601170135294,1.1153509065484224e-05
R1,1,1.0214149859061883,1.350078153614828e-05
R1,1,1.0398698547988472,1.6298311949808797e-05
R1,1,1.0583247236915063,1.9623069362915343e-05
R1,1,1.0767795925841654,2.356331427186737e-05
R1,1,1.0952344614768244,2.8219917443006475e-05
R1,1,1.1136893303694835,3.370777793616884e-05
R1,1,1.1321441992621426,4.0157339831933544e-05
R1,1,1.1505990681548015,4.7716206004552035e-05
R1,1,1.1690539370474604,5.655084607527782e-05
R1,1,1.1875088059401195,6.684839447399485e-05
R1,1,1.2059636748327787,7.88185333777194e-05
R1,1,1.2244185437254376,9.269545423688142e-05
R1,1,1.2428734126180965,0.00010873989070461163
R1,1,1.2613282815107556,0.0001272412151158781
R1,1,1.2797831504034147,0.00014851959029063845
R1,1,1.2982380192960736,0.0001729281684275918
R1,1,1.3166928881887328,0.00020085532928012034
R1,1,1.3351477570813919,0.0002327269507262084
R1,1,1.3536026259740508,0.000269008706313472
R1,1,1.3720574948667097,0.0003102083864205269
R1,1,1.3905123637593688,0.0003568782423517888
R1,1,1.408967232652028,0.0004096173559789003
R1,1,1.4274221015446868,0.0004690740414380071
R1,1,1.445876970437346,0.0005359482898394317
R1,1,1.464331839330005,0.0006109942728646361
R1,1,1.482786708222664,0.0006950229264003307
R1,1,1.501241577115323,0.0007889046408410984
R1,1,1.519696446007982,0.0008935720901939561
R1,1,1.5381513149006412,0.0010100232374196318
R1,1,1.5566061837933,0.001139324558292492
R1,1,1.5750610526859592,0.0012826145301719548
R1,1,1.5935159215786183,0.0014411074351485574
R1,1,1.6119707904712772,0.0016160975287386075
R1,1,1.6304256593639364,0.0018089636253281068
R1,1,1.6488805282565953,0.002021174149590507
R1,1,1.6673353971492544,0.002254292698823421
R1,1,1.6857902660419133,0.002509984154296101
R1,1,1.7042451349345724,0.002790021370048991
R1,1,1.7227000038272313,0.0030962924549722323
R1,1,1.7411548727198904,0.0034308086483214846
R1,1,1.7596097416125493,0.0037957127700988117
R1,1,1.7780646105052085,0.00419328820602798
R1,1,1.7965194793978676,0.004625968362384007
R1,1,1.8149743482905265,0.005096346499011928
R1,1,1.8334292171831856,0.005607185819918477
R1,1,1.8518840860758445,0.006161429670394134
R1,1,1.8703389549685037,0.006762211658383849
R1,1,1.8887938238611626,0.007412865486544065
R1,1,1.9072486927538217,0.008116934250965125
R1,1,1.9257035616464806,0.008878178933843676
R1,1,1.9441584305391397,0.009700585791458341
R1,1,1.9626132994317989,0.010588372316664579
R1,1,1.9810681683244578,0.011545991437817399
R1,1,1.9995230372171169,0.012578133604564177
R1,1,2.017977906109776,0.013689726406275544
R1,1,2.036432775002435,0.014885931371864709
R1,1,2.0548876438950936,0.01617213761111759
R1,1,2.073342512787753,0.01755395197800625
R1,1,2.0917973816804123,0.019037185466172623
R1,1,2.1102522505730708,0.020627835586041723
R1,1,2.12870711946573,0.022332064521790644
R1,1,2.147161988358389,0.024156172924360245
R1,1,2.165616857251048,0.026106569263282614
R1,1,2.1840717261437073,0.028189734734460924
R1,1,2.202526595036366,0.030412183802077865
R1,1,2.220981463929025,0.03278042053916066
R1,1,2.2394363328216844,0.03530089102138247
R1,1,2.2578912017143433,0.037979932120624754
R1,1,2.2763460706070022,0.0408237171366569
R1,1,2.2948009394996616,0.04383819879487121
R1,1,2.31325580839232,0.0470290502231174
R1,1,2.3317106772849794,0.050401604599031924
