original_trial_number,window_index,stage,stage_name,R1,R2,band_half_width
211,1123,1,post_TC,3.9415242756583706,1.4361915588102654,1.1284515195752964
211,1124,2,pre_SC,2.930892893102984,1.1064521063636843,0.7503134680073561
211,1125,3,post_SC,4.021760607734687,1.7512551722401315,1.2662336836728654
539,1128,0,pre_TC,2.4766842318953044,0.7964086591019228,0.5539674388525676
539,1129,1,post_TC,4.756973996753187,1.3947287489260916,1.2727554250119908
539,1130,2,pre_SC,3.960105721216282,1.438276119640303,1.0072546538661786
539,1131,3,post_SC,4.103184966166621,1.2122320498094503,1.10964162582307
539,1132,4,pre_GO,3.366081258764924,1.028743623983689,0.855911842994437
539,1133,5,post_GO,5.088694400999161,1.2172493195204936,1.22794543950457
24,1134,0,pre_TC,5.960751551484087,1.846606996871984,1.7758884846295893
24,1135,1,post_TC,4.040369117745804,1.282800495971831,1.0179908716181398
24,1136,2,pre_SC,4.615131703586475,1.4266905563884704,1.2521979048282006
24,1137,3,post_SC,5.667821183376885,1.3874001232273652,1.2586458089738302
24,1138,4,pre_GO,3.391602308395273,1.4010742037496364,1.0236933184156392
24,1139,5,post_GO,3.1783853662571726,1.2430231838722654,0.886924711832518
538,1140,0,pre_TC,3.7599026727677223,1.1141055455802116,0.9287212156261934
538,1141,1,post_TC,3.255273843790909,1.462722245813893,0.9152740157782449
538,1142,2,pre_SC,3.716258395071268,1.3175486650818449,0.9671312079226776
538,1143,3,post_SC,3.219225744195505,1.2862212435413438,0.8994007427617007
538,1144,4,pre_GO,3.627714980972682,0.8553151826366223,0.8532593441258408
538,1145,5,post_GO,4.823862914538372,1.12939698917628,1.2702146229647586
642,1146,0,pre_TC,4.714822632704207,1.229717515233037,1.101437079487546
642,1148,2,pre_SC,5.974429413895654,1.27630612633302,1.6531325142613242
642,1149,3,post_SC,3.655083987123588,1.2673940748867107,1.0064645080671313
642,1150,4,pre_GO,3.54908263032978,1.2986270950162548,1.009340293126228
642,1151,5,post_GO,2.7750584427790512,0.9394300752929816,0.7809700577148643
379,1152,0,pre_TC,3.4842992109537643,1.1106114615215437,0.8907212733050891
379,1153,1,post_TC,4.197752606071719,1.2805509018412615,1.1812326365550825
379,1154,2,pre_SC,3.78273858578267,1.3533384809257716,1.0720125390627262
379,1155,3,post_SC,4.116037436599814,1.4660593609681658,1.1667402098063502
379,1156,4,pre_GO,4.548566856749017,1.2794026975083763,1.158768633644607
379,1157,5,post_GO,2.8924729569133527,0.704944897328654,0.6161107271135428
483,1158,0,pre_TC,4.64221229188486,1.625052244541891,1.3420157818340053
483,1159,1,post_TC,3.464022680364681,1.3104280304687896,0.8383143820560259
483,1160,2,pre_SC,2.5364152074130786,0.9324155232588768,0.6460884852492065
483,1161,3,post_SC,3.9381146879355273,1.4763452869370184,1.1814481764220992
483,1162,4,pre_GO,4.128314275623954,0.925978255994328,1.000924557666302
483,1163,5,post_GO,4.322135014276768,1.321840157300694,1.208417091688682
9,1164,0,pre_TC,3.829849753581608,1.05159016684491,0.9590615178977656
9,1165,1,post_TC,3.390414018522053,1.355421246002885,0.9702605313187512
9,1166,2,pre_SC,2.679271765287281,0.9261841679648496,0.536493109811942
9,1167,3,post_SC,2.9336267410811203,1.041680799789282,0.7368547002410621
9,1168,4,pre_GO,5.19135096960965,1.3802619988927745,1.364586104525863
9,1169,5,post_GO,3.899809978372936,0.8569018472831144,0.8785826996244392
113,1170,0,pre_TC,3.512813177157128,1.4748965383034354,1.0412695396463802
113,1171,1,post_TC,4.804663513439141,1.3892106582139452,1.360602130625166
113,1172,2,pre_SC,3.918840393227661,1.009245335428726,0.9442342731882036
113,1173,3,post_SC,3.662702346142255,1.1966803464285325,0.9216789490513968
113,1174,4,pre_GO,3.475713041314348,1.1366045960348368,0.8608033967903934
113,1175,5,post_GO,3.4505068110878523,1.138239546464236,0.8707757134276104
187,1176,0,pre_TC,3.8031186399307977,1.2231191884434638,1.0863578045768465
187,1177,1,post_TC,3.823367698255013,1.6678875084105689,1.1559408036058605
187,1178,2,pre_SC,3.6772683806376185,1.535322975528582,1.088289223866299
187,1179,3,post_SC,4.138488410122391,1.270622749072849,1.1749634707249832
187,1180,4,pre_GO,3.618297202807047,1.2259068798318282,1.0290977252759088
187,1181,5,post_GO,2.878633613415412,0.9278590376339718,0.7511961819387556
376,1182,0,pre_TC,3.538460024141705,1.2211499151055651,0.9740807310839208
376,1183,1,post_TC,3.90840949550149,1.187031256063763,1.014601160937182
376,1184,2,pre_SC,2.9717171105662312,0.9448228412653932,0.7484664183225982
376,1185,3,post_SC,3.605155189448289,1.4079448746085972,1.0539261618810611
376,1186,4,pre_GO,5.267775620834947,1.6254661270075244,1.5613278177123593
376,1187,5,post_GO,2.6406118813380384,0.6762258715714229,0.6719742317250761
